email_id,sender,receiver,subject,body,category,priority,source,text,clean_text
L153,updates@travelbuzz.example,nupur@iris-mail.com,This Week's Travel Photography Feature,"Hi Nupur,
 
 A short feature on travel photography tips from this week's edition, with a few reader submitted shots. A nice read whenever you have time.
 
 Travel Buzz Team",Newsletter,LOW,Synthetic,"This Week's Travel Photography Feature Hi Nupur,
 
 A short feature on travel photography tips from this week's edition, with a few reader submitted shots. A nice read whenever you have time.
 
 Travel Buzz Team",week travel photography feature hi nupur short feature on travel photography tip from week edition reader submitted shot nice read whenever time travel buzz team
L154,digest@campuslife.example,nupur@iris-mail.com,This Week's Event Recap,"Hi Nupur,
 
 A quick recap of a campus event from earlier this week for anyone who missed it. Nothing needing action, just a summary.
 
 Campus Life Digest",Newsletter,LOW,Synthetic,"This Week's Event Recap Hi Nupur,
 
 A quick recap of a campus event from earlier this week for anyone who missed it. Nothing needing action, just a summary.
 
 Campus Life Digest",week event recap hi nupur quick recap campus event from earlier week anyone missed nothing needing action summary campus life digest
L155,newsletter@techdigest.example,nupur@iris-mail.com,This Week's Reader Mailbag,"Hi Nupur,
 
 A few reader questions answered in this week's mailbag section, covering topics from gadgets to software. A light read whenever convenient.
 
 Tech Digest Team",Newsletter,LOW,Synthetic,"This Week's Reader Mailbag Hi Nupur,
 
 A few reader questions answered in this week's mailbag section, covering topics from gadgets to software. A light read whenever convenient.
 
 Tech Digest Team",week reader mailbag hi nupur reader question answered week mailbag section covering topic from gadget to software light read whenever convenient tech digest team
L156,updates@zentracloud.example,nupur@iris-mail.com,Minor Interface Tweaks Rolling Out,"Hi Nupur,
 
 A few minor interface tweaks are rolling out this week based on user feedback. Your data and settings remain unchanged, purely a visual update.
 
 Zentra Cloud Team",Technology,LOW,Synthetic,"Minor Interface Tweaks Rolling Out Hi Nupur,
 
 A few minor interface tweaks are rolling out this week based on user feedback. Your data and settings remain unchanged, purely a visual update.
 
 Zentra Cloud Team",minor interface tweak rolling hi nupur minor interface tweak rolling week based on user feedback data setting remain unchanged purely visual update zentra cloud team
L157,news@gadgetmart.example,nupur@iris-mail.com,Spotlight: Budget Smartphones,"Hi Nupur,
 
 This week's spotlight covers a few budget friendly smartphone options available on our store. Take a look if you are ever curious about what is available.
 
 GadgetMart Team",Technology,LOW,Synthetic,"Spotlight: Budget Smartphones Hi Nupur,
 
 This week's spotlight covers a few budget friendly smartphone options available on our store. Take a look if you are ever curious about what is available.
 
 GadgetMart Team",spotlight : budget smartphones hi nupur week spotlight cover budget friendly smartphone option available on store take look ever curious available gadgetmart team
L158,updates@musicstream.example,nupur@iris-mail.com,Minor Bug Fixes in Latest Update,"Hi Nupur,
 
 The latest app update includes a few minor bug fixes and performance improvements. Update whenever convenient through your app store.
 
 MusicStream Team",Technology,LOW,Synthetic,"Minor Bug Fixes in Latest Update Hi Nupur,
 
 The latest app update includes a few minor bug fixes and performance improvements. Update whenever convenient through your app store.
 
 MusicStream Team",minor bug fix latest update hi nupur latest app update includes minor bug fix performance improvement update whenever convenient app store musicstream team
L159,updates@fitzone.example,nupur@iris-mail.com,New Icons and Theme Options,"Hi Nupur,
 
 We have added a few new icon and theme options to personalize your app experience. Explore them whenever you next open the app.
 
 FitZone Team",Technology,LOW,Synthetic,"New Icons and Theme Options Hi Nupur,
 
 We have added a few new icon and theme options to personalize your app experience. Explore them whenever you next open the app.
 
 FitZone Team",new icon theme option hi nupur added new icon theme option to personalize app experience explore whenever next open app fitzone team
L160,product@internethome.example,nupur@iris-mail.com,New Modem Model Available,"Hi Nupur,
 
 A new modem model with slightly improved performance is now available. Not necessary for most existing customers to upgrade, just sharing in case you are interested.
 
 Internet Home Broadband",Technology,LOW,Synthetic,"New Modem Model Available Hi Nupur,
 
 A new modem model with slightly improved performance is now available. Not necessary for most existing customers to upgrade, just sharing in case you are interested.
 
 Internet Home Broadband",new modem model available hi nupur new modem model slightly improved performance available not necessary existing customer to upgrade sharing case interested internet home broadband
L161,updates@zentracloud.example,nupur@iris-mail.com,Tips for Faster File Sharing,"Hi Nupur,
 
 A short guide on sharing files more quickly using our platform's link sharing feature. Might be useful if you ever collaborate on documents.
 
 Zentra Cloud Team",Technology,LOW,Synthetic,"Tips for Faster File Sharing Hi Nupur,
 
 A short guide on sharing files more quickly using our platform's link sharing feature. Might be useful if you ever collaborate on documents.
 
 Zentra Cloud Team",tip faster file sharing hi nupur short guide on sharing file quickly using platform link sharing feature might useful ever collaborate on document zentra cloud team
L162,news@gadgetmart.example,nupur@iris-mail.com,Behind the Design: Our New Speaker,"Hi Nupur,
 
 A quick look at the design process behind our newly launched portable speaker. A casual read if you are interested in product design.
 
 GadgetMart Team",Technology,LOW,Synthetic,"Behind the Design: Our New Speaker Hi Nupur,
 
 A quick look at the design process behind our newly launched portable speaker. A casual read if you are interested in product design.
 
 GadgetMart Team",behind design : new speaker hi nupur quick look at design process behind newly launched portable speaker casual read interested product design gadgetmart team
L163,updates@musicstream.example,nupur@iris-mail.com,Introducing Collaborative Playlists,"Hi Nupur,
 
 We have rolled out a new feature letting you build playlists together with friends. Explore it next time you open the app, entirely optional to use.
 
 MusicStream Team",Technology,LOW,Synthetic,"Introducing Collaborative Playlists Hi Nupur,
 
 We have rolled out a new feature letting you build playlists together with friends. Explore it next time you open the app, entirely optional to use.
 
 MusicStream Team",introducing collaborative playlist hi nupur rolled new feature letting build playlist together friend explore next time open app entirely optional to use musicstream team
L164,team@fitzone.example,nupur@iris-mail.com,New Feature: Hydration Reminders,"Hi Nupur,
 
 Hydration reminders are now available in the app for anyone who wants a gentle nudge throughout the day. Try it out whenever you get a chance.
 
 FitZone Team",Technology,LOW,Synthetic,"New Feature: Hydration Reminders Hi Nupur,
 
 Hydration reminders are now available in the app for anyone who wants a gentle nudge throughout the day. Try it out whenever you get a chance.
 
 FitZone Team",new feature : hydration reminder hi nupur hydration reminder available app anyone want gentle nudge throughout day try whenever get chance fitzone team
L165,product@internethome.example,nupur@iris-mail.com,FAQ: Setting Up a Guest Network,"Hi Nupur,
 
 We put together a short FAQ on setting up a guest network at home for visitors. Might be a helpful read if you ever need to do this.
 
 Internet Home Broadband",Technology,LOW,Synthetic,"FAQ: Setting Up a Guest Network Hi Nupur,
 
 We put together a short FAQ on setting up a guest network at home for visitors. Might be a helpful read if you ever need to do this.
 
 Internet Home Broadband",faq : setting guest network hi nupur put together short faq on setting guest network at home visitor might helpful read ever need to internet home broadband
L166,updates@zentracloud.example,nupur@iris-mail.com,Community Forum Tips of the Month,"Hi Nupur,
 
 A few useful tips shared by other users on our community forum this month. Worth a browse if you enjoy that kind of content.
 
 Zentra Cloud Team",Technology,LOW,Synthetic,"Community Forum Tips of the Month Hi Nupur,
 
 A few useful tips shared by other users on our community forum this month. Worth a browse if you enjoy that kind of content.
 
 Zentra Cloud Team",community forum tip month hi nupur useful tip shared by user on community forum month worth browse enjoy kind content zentra cloud team
L167,news@gadgetmart.example,nupur@iris-mail.com,Comparing Fitness Trackers,"Hi Nupur,
 
 A short comparison of fitness trackers currently on our store, covering battery life and features. Read whenever you are curious about the options.
 
 GadgetMart Team",Technology,LOW,Synthetic,"Comparing Fitness Trackers Hi Nupur,
 
 A short comparison of fitness trackers currently on our store, covering battery life and features. Read whenever you are curious about the options.
 
 GadgetMart Team",comparing fitness tracker hi nupur short comparison fitness tracker currently on store covering battery life feature read whenever curious option gadgetmart team
L168,updates@musicstream.example,nupur@iris-mail.com,This Month's Trending Genres,"Hi Nupur,
 
 A look at which genres have been trending on our platform this month. A fun read if you enjoy discovering new music.
 
 MusicStream Team",Technology,LOW,Synthetic,"This Month's Trending Genres Hi Nupur,
 
 A look at which genres have been trending on our platform this month. A fun read if you enjoy discovering new music.
 
 MusicStream Team",month trending genre hi nupur look at genre trending on platform month fun read enjoy discovering new music musicstream team
L169,team@fitzone.example,nupur@iris-mail.com,New Guided Workout Series,"Hi Nupur,
 
 A new guided workout series has been added to the app this month, aimed at beginners. Try it out whenever you feel like switching up your routine.
 
 FitZone Team",Technology,LOW,Synthetic,"New Guided Workout Series Hi Nupur,
 
 A new guided workout series has been added to the app this month, aimed at beginners. Try it out whenever you feel like switching up your routine.
 
 FitZone Team",new guided workout series hi nupur new guided workout series added to app month aimed at beginner try whenever feel like switching routine fitzone team
L170,product@internethome.example,nupur@iris-mail.com,Understanding Your Router's Indicator Lights,"Hi Nupur,
 
 A short guide explaining what the different indicator lights on your router mean. Might be a handy read for troubleshooting minor issues yourself.
 
 Internet Home Broadband",Technology,LOW,Synthetic,"Understanding Your Router's Indicator Lights Hi Nupur,
 
 A short guide explaining what the different indicator lights on your router mean. Might be a handy read for troubleshooting minor issues yourself.
 
 Internet Home Broadband",understanding router indicator light hi nupur short guide explaining different indicator light on router mean might handy read troubleshooting minor issue internet home broadband
L171,news@gadgetmart.example,nupur@iris-mail.com,New Case Designs for Popular Phones,"Hi Nupur,
 
 A few new phone case designs have been added to our store this month across popular models. Take a look next time you are browsing accessories.
 
 GadgetMart Team",Technology,LOW,Synthetic,"New Case Designs for Popular Phones Hi Nupur,
 
 A few new phone case designs have been added to our store this month across popular models. Take a look next time you are browsing accessories.
 
 GadgetMart Team",new case design popular phone hi nupur new phone case design added to store month across popular model take look next time browsing accessory gadgetmart team
L172,updates@zentracloud.example,nupur@iris-mail.com,Dark Mode Now Available,"Hi Nupur,
 
 Dark mode is now available across the app based on popular request. You can enable it anytime from the display settings.
 
 Zentra Cloud Team",Technology,LOW,Synthetic,"Dark Mode Now Available Hi Nupur,
 
 Dark mode is now available across the app based on popular request. You can enable it anytime from the display settings.
 
 Zentra Cloud Team",dark mode available hi nupur dark mode available across app based on popular request enable anytime from display setting zentra cloud team
L173,team@fitzone.example,nupur@iris-mail.com,New Badges and Milestones Added,"Hi Nupur,
 
 We have added a few new badges and milestones to celebrate your workout streaks. Check your profile next time you open the app to see what you have earned.
 
 FitZone Team",Technology,LOW,Synthetic,"New Badges and Milestones Added Hi Nupur,
 
 We have added a few new badges and milestones to celebrate your workout streaks. Check your profile next time you open the app to see what you have earned.
 
 FitZone Team",new badge milestone added hi nupur added new badge milestone to celebrate workout streak check profile next time open app to see earned fitzone team
L174,updates@musicstream.example,nupur@iris-mail.com,Offline Listening Improvements,"Hi Nupur,
 
 We have made a few improvements to offline listening, including faster downloads. Nothing you need to do, the update applies automatically.
 
 MusicStream Team",Technology,LOW,Synthetic,"Offline Listening Improvements Hi Nupur,
 
 We have made a few improvements to offline listening, including faster downloads. Nothing you need to do, the update applies automatically.
 
 MusicStream Team",offline listening improvement hi nupur made improvement to offline listening including faster downloads nothing need to update applies automatically musicstream team
L175,product@internethome.example,nupur@iris-mail.com,New Speed Test Tool Added,"Hi Nupur,
 
 A new built in speed test tool is now available in the app for checking your connection performance. Try it out whenever you are curious.
 
 Internet Home Broadband",Technology,LOW,Synthetic,"New Speed Test Tool Added Hi Nupur,
 
 A new built in speed test tool is now available in the app for checking your connection performance. Try it out whenever you are curious.
 
 Internet Home Broadband",new speed test tool added hi nupur new built speed test tool available app checking connection performance try whenever curious internet home broadband
L176,news@moviebuzz.example,nupur@iris-mail.com,Trailer Drop This Week,"Hi Nupur,
 
 A new trailer dropped this week for an upcoming release generating a fair bit of buzz. Watch it whenever you have a few minutes if you are curious.
 
 Movie Buzz Team",Entertainment,LOW,Synthetic,"Trailer Drop This Week Hi Nupur,
 
 A new trailer dropped this week for an upcoming release generating a fair bit of buzz. Watch it whenever you have a few minutes if you are curious.
 
 Movie Buzz Team",trailer drop week hi nupur new trailer dropped week upcoming release generating fair bit buzz watch whenever minute curious movie buzz team
L177,updates@musicstream.example,nupur@iris-mail.com,New Singles Out This Week,"Hi Nupur,
 
 A few notable singles came out this week across different genres. Take a listen whenever you are looking for something new.
 
 MusicStream Team",Entertainment,LOW,Synthetic,"New Singles Out This Week Hi Nupur,
 
 A few notable singles came out this week across different genres. Take a listen whenever you are looking for something new.
 
 MusicStream Team",new single week hi nupur notable single came week across different genre take listen whenever looking something new musicstream team
L178,news@moviebuzz.example,nupur@iris-mail.com,This Week's Top Rated Series,"Hi Nupur,
 
 Here is a quick list of top rated series this week according to viewer ratings. Might be useful if you are looking for your next watch.
 
 Movie Buzz Team",Entertainment,LOW,Synthetic,"This Week's Top Rated Series Hi Nupur,
 
 Here is a quick list of top rated series this week according to viewer ratings. Might be useful if you are looking for your next watch.
 
 Movie Buzz Team",week top rated series hi nupur quick list top rated series week according to viewer rating might useful looking next watch movie buzz team
L179,events@standupcircuit.example,nupur@iris-mail.com,Comedy Special Streaming Now,"Hi Nupur,
 
 A popular comedian's new special is now streaming. Worth a watch if you are in the mood for some laughs this weekend.
 
 Standup Circuit",Entertainment,LOW,Synthetic,"Comedy Special Streaming Now Hi Nupur,
 
 A popular comedian's new special is now streaming. Worth a watch if you are in the mood for some laughs this weekend.
 
 Standup Circuit",comedy special streaming hi nupur popular comedian new special streaming worth watch mood laugh weekend standup circuit
L180,news@moviebuzz.example,nupur@iris-mail.com,Fan Reactions Roundup,"Hi Nupur,
 
 A roundup of fan reactions to a recent finale that has people talking online. A light read for whenever you have some downtime.
 
 Movie Buzz Team",Entertainment,LOW,Synthetic,"Fan Reactions Roundup Hi Nupur,
 
 A roundup of fan reactions to a recent finale that has people talking online. A light read for whenever you have some downtime.
 
 Movie Buzz Team",fan reaction roundup hi nupur roundup fan reaction to recent finale people talking online light read whenever downtime movie buzz team
L181,updates@musicstream.example,nupur@iris-mail.com,New Podcast Category Added,"Hi Nupur,
 
 We have added a new podcast category focused on storytelling and fiction. Explore it whenever you are looking for something new to listen to.
 
 MusicStream Team",Entertainment,LOW,Synthetic,"New Podcast Category Added Hi Nupur,
 
 We have added a new podcast category focused on storytelling and fiction. Explore it whenever you are looking for something new to listen to.
 
 MusicStream Team",new podcast category added hi nupur added new podcast category focused on storytelling fiction explore whenever looking something new to listen to musicstream team
L182,news@gamezone.example,nupur@iris-mail.com,This Week's Game Discounts,"Hi Nupur,
 
 A few games are discounted on our platform this week if you are looking to add something to your library. Browse at your convenience.
 
 GameZone Team",Entertainment,LOW,Synthetic,"This Week's Game Discounts Hi Nupur,
 
 A few games are discounted on our platform this week if you are looking to add something to your library. Browse at your convenience.
 
 GameZone Team",week game discount hi nupur game discounted on platform week looking to add something to library browse at convenience gamezone team
L183,events@standupcircuit.example,nupur@iris-mail.com,Open Mic Recap From Last Week,"Hi Nupur,
 
 A quick recap of how last week's open mic night went for anyone who could not attend. A fun read if you are curious what you missed.
 
 Standup Circuit",Entertainment,LOW,Synthetic,"Open Mic Recap From Last Week Hi Nupur,
 
 A quick recap of how last week's open mic night went for anyone who could not attend. A fun read if you are curious what you missed.
 
 Standup Circuit",open mic recap from last week hi nupur quick recap last week open mic night went anyone could not attend fun read curious missed standup circuit
L184,news@gamezone.example,nupur@iris-mail.com,New Indie Titles Worth Trying,"Hi Nupur,
 
 A short list of indie game titles worth trying this month based on player reviews. Browse whenever you are looking for something different.
 
 GameZone Team",Entertainment,LOW,Synthetic,"New Indie Titles Worth Trying Hi Nupur,
 
 A short list of indie game titles worth trying this month based on player reviews. Browse whenever you are looking for something different.
 
 GameZone Team",new indie title worth trying hi nupur short list indie game title worth trying month based on player review browse whenever looking something different gamezone team
L185,news@moviebuzz.example,nupur@iris-mail.com,Interview With a Director,"Hi Nupur,
 
 We spoke with a director about their creative process on their latest project. A nice read if you are into behind the scenes content.
 
 Movie Buzz Team",Entertainment,LOW,Synthetic,"Interview With a Director Hi Nupur,
 
 We spoke with a director about their creative process on their latest project. A nice read if you are into behind the scenes content.
 
 Movie Buzz Team",interview director hi nupur spoke director creative process on latest project nice read behind scene content movie buzz team
L186,updates@musicstream.example,nupur@iris-mail.com,This Month's Editor's Picks,"Hi Nupur,
 
 Our editors have put together a playlist of their favorite tracks from this month. Take a listen whenever you are looking for something curated.
 
 MusicStream Team",Entertainment,LOW,Synthetic,"This Month's Editor's Picks Hi Nupur,
 
 Our editors have put together a playlist of their favorite tracks from this month. Take a listen whenever you are looking for something curated.
 
 MusicStream Team",month editor pick hi nupur editor put together playlist favorite track from month take listen whenever looking something curated musicstream team
L187,news@moviebuzz.example,nupur@iris-mail.com,Casting News This Week,"Hi Nupur,
 
 A few casting announcements from this week for upcoming projects. A casual read for anyone following entertainment news.
 
 Movie Buzz Team",Entertainment,LOW,Synthetic,"Casting News This Week Hi Nupur,
 
 A few casting announcements from this week for upcoming projects. A casual read for anyone following entertainment news.
 
 Movie Buzz Team",casting news week hi nupur casting announcement from week upcoming project casual read anyone following entertainment news movie buzz team
L188,news@gamezone.example,nupur@iris-mail.com,Multiplayer Update Notes,"Hi Nupur,
 
 Notes on a recent multiplayer update for a popular title, covering new maps and balance changes. Read whenever you are curious about the changes.
 
 GameZone Team",Entertainment,LOW,Synthetic,"Multiplayer Update Notes Hi Nupur,
 
 Notes on a recent multiplayer update for a popular title, covering new maps and balance changes. Read whenever you are curious about the changes.
 
 GameZone Team",multiplayer update note hi nupur note on recent multiplayer update popular title covering new map balance change read whenever curious change gamezone team
L189,events@standupcircuit.example,nupur@iris-mail.com,Ticket Prices for Upcoming Shows,"Hi Nupur,
 
 Sharing ticket price details for a few upcoming shows in your city. Browse our website whenever you are deciding on plans for the coming weeks.
 
 Standup Circuit",Entertainment,LOW,Synthetic,"Ticket Prices for Upcoming Shows Hi Nupur,
 
 Sharing ticket price details for a few upcoming shows in your city. Browse our website whenever you are deciding on plans for the coming weeks.
 
 Standup Circuit",ticket price upcoming show hi nupur sharing ticket price detail upcoming show city browse website whenever deciding on plan coming week standup circuit
L190,news@moviebuzz.example,nupur@iris-mail.com,This Week's Soundtrack Spotlight,"Hi Nupur,
 
 A spotlight on a soundtrack from a recent release that has been getting attention. A nice listen for whenever you have some free time.
 
 Movie Buzz Team",Entertainment,LOW,Synthetic,"This Week's Soundtrack Spotlight Hi Nupur,
 
 A spotlight on a soundtrack from a recent release that has been getting attention. A nice listen for whenever you have some free time.
 
 Movie Buzz Team",week soundtrack spotlight hi nupur spotlight on soundtrack from recent release getting attention nice listen whenever free time movie buzz team
L191,offers@quickbites.example,nupur@iris-mail.com,New Wraps Added to the Menu,"Hi Nupur,
 
 We have added a few new wraps to our menu this week, including a couple of vegetarian options. Take a look next time you are ordering.
 
 QuickBites Team",Food/Lifestyle,LOW,Synthetic,"New Wraps Added to the Menu Hi Nupur,
 
 We have added a few new wraps to our menu this week, including a couple of vegetarian options. Take a look next time you are ordering.
 
 QuickBites Team",new wrap added to menu hi nupur added new wrap to menu week including couple vegetarian option take look next time ordering quickbites team
L192,news@foodieweekly.example,nupur@iris-mail.com,Weekend Brunch Spots Worth Trying,"Hi Nupur,
 
 A short list of brunch spots in the city that have gotten good reviews recently. Might be worth checking out sometime with friends.
 
 Foodie Weekly",Food/Lifestyle,LOW,Synthetic,"Weekend Brunch Spots Worth Trying Hi Nupur,
 
 A short list of brunch spots in the city that have gotten good reviews recently. Might be worth checking out sometime with friends.
 
 Foodie Weekly",weekend brunch spot worth trying hi nupur short list brunch spot city gotten good review recently might worth checking sometime friend foodie weekly
L193,offers@quickbites.example,nupur@iris-mail.com,Combo Deals This Week,"Hi Nupur,
 
 A few combo meal deals are available on our app this week, offering better value on popular pairings. Browse whenever you are ordering next.
 
 QuickBites Team",Promotion,LOW,Synthetic,"Combo Deals This Week Hi Nupur,
 
 A few combo meal deals are available on our app this week, offering better value on popular pairings. Browse whenever you are ordering next.
 
 QuickBites Team",combo deal week hi nupur combo meal deal available on app week offering better value on popular pairing browse whenever ordering next quickbites team
L194,wellness@calmspace.example,nupur@iris-mail.com,New Breathing Exercise Series,"Hi Nupur,
 
 A new breathing exercise series has been added to the app this week. Try it out whenever you have a quiet moment to unwind.
 
 CalmSpace Team",Food/Lifestyle,LOW,Synthetic,"New Breathing Exercise Series Hi Nupur,
 
 A new breathing exercise series has been added to the app this week. Try it out whenever you have a quiet moment to unwind.
 
 CalmSpace Team",new breathing exercise series hi nupur new breathing exercise series added to app week try whenever quiet moment to unwind calmspace team
L195,news@foodieweekly.example,nupur@iris-mail.com,Baking Tips for Beginners,"Hi Nupur,
 
 A few baking tips for beginners featured in this week's edition, covering common mistakes to avoid. A fun read if you enjoy baking.
 
 Foodie Weekly",Food/Lifestyle,LOW,Synthetic,"Baking Tips for Beginners Hi Nupur,
 
 A few baking tips for beginners featured in this week's edition, covering common mistakes to avoid. A fun read if you enjoy baking.
 
 Foodie Weekly",baking tip beginner hi nupur baking tip beginner featured week edition covering common mistake to avoid fun read enjoy baking foodie weekly
L196,offers@quickbites.example,nupur@iris-mail.com,New Beverage Range Launched,"Hi Nupur,
 
 We have introduced a new range of beverages on our menu this month. Take a look next time you are placing an order.
 
 QuickBites Team",Food/Lifestyle,LOW,Synthetic,"New Beverage Range Launched Hi Nupur,
 
 We have introduced a new range of beverages on our menu this month. Take a look next time you are placing an order.
 
 QuickBites Team",new beverage range launched hi nupur introduced new range beverage on menu month take look next time placing order quickbites team
L197,wellness@calmspace.example,nupur@iris-mail.com,New Guided Journaling Prompts,"Hi Nupur,
 
 A new set of guided journaling prompts has been added to help with reflection before bed. Explore them whenever you feel like trying something different.
 
 CalmSpace Team",Food/Lifestyle,LOW,Synthetic,"New Guided Journaling Prompts Hi Nupur,
 
 A new set of guided journaling prompts has been added to help with reflection before bed. Explore them whenever you feel like trying something different.
 
 CalmSpace Team",new guided journaling prompt hi nupur new set guided journaling prompt added to help reflection before bed explore whenever feel like trying something different calmspace team
L198,team@fitzone.example,nupur@iris-mail.com,Healthy Snack Ideas This Week,"Hi Nupur,
 
 This week's featured content focuses on quick and healthy snack ideas for busy days. Give a few a try if you are looking for meal inspiration.
 
 FitZone Team",Food/Lifestyle,LOW,Synthetic,"Healthy Snack Ideas This Week Hi Nupur,
 
 This week's featured content focuses on quick and healthy snack ideas for busy days. Give a few a try if you are looking for meal inspiration.
 
 FitZone Team",healthy snack idea week hi nupur week featured content focus on quick healthy snack idea busy day give try looking meal inspiration fitzone team
L199,news@foodieweekly.example,nupur@iris-mail.com,This Weekend's Farmers Market,"Hi Nupur,
 
 Sharing this weekend's farmers market schedule in case you enjoy picking up fresh produce on weekends.
 
 Foodie Weekly",Food/Lifestyle,LOW,Synthetic,"This Weekend's Farmers Market Hi Nupur,
 
 Sharing this weekend's farmers market schedule in case you enjoy picking up fresh produce on weekends.
 
 Foodie Weekly",weekend farmer market hi nupur sharing weekend farmer market schedule case enjoy picking fresh produce on weekend foodie weekly
L200,offers@quickbites.example,nupur@iris-mail.com,Loyalty Rewards Growing,"Hi Nupur,
 
 Just a note that your loyalty rewards balance has grown a bit with recent orders. Check your balance anytime on the app, no action needed unless you want to redeem it.
 
 QuickBites Team",Service,LOW,Synthetic,"Loyalty Rewards Growing Hi Nupur,
 
 Just a note that your loyalty rewards balance has grown a bit with recent orders. Check your balance anytime on the app, no action needed unless you want to redeem it.
 
 QuickBites Team",loyalty reward growing hi nupur note loyalty reward balance grown bit recent order check balance anytime on app no action needed unless want to redeem quickbites team
L201,news@foodieweekly.example,nupur@iris-mail.com,Quick Weeknight Dinner Ideas,"Hi Nupur,
 
 A few quick weeknight dinner ideas featured in this week's edition for busy days. Browse whenever you are planning your meals.
 
 Foodie Weekly",Food/Lifestyle,LOW,Synthetic,"Quick Weeknight Dinner Ideas Hi Nupur,
 
 A few quick weeknight dinner ideas featured in this week's edition for busy days. Browse whenever you are planning your meals.
 
 Foodie Weekly",quick weeknight dinner idea hi nupur quick weeknight dinner idea featured week edition busy day browse whenever planning meal foodie weekly
L202,wellness@calmspace.example,nupur@iris-mail.com,New Nature Sounds Collection,"Hi Nupur,
 
 A new collection of nature sounds has been added for background listening while studying or relaxing. Explore it whenever convenient.
 
 CalmSpace Team",Food/Lifestyle,LOW,Synthetic,"New Nature Sounds Collection Hi Nupur,
 
 A new collection of nature sounds has been added for background listening while studying or relaxing. Explore it whenever convenient.
 
 CalmSpace Team",new nature sound collection hi nupur new collection nature sound added background listening studying relaxing explore whenever convenient calmspace team
L203,team@fitzone.example,nupur@iris-mail.com,Stretching Routine of the Week,"Hi Nupur,
 
 This week's featured content is a short stretching routine ideal for after long study sessions. Give it a try whenever you have a few minutes.
 
 FitZone Team",Food/Lifestyle,LOW,Synthetic,"Stretching Routine of the Week Hi Nupur,
 
 This week's featured content is a short stretching routine ideal for after long study sessions. Give it a try whenever you have a few minutes.
 
 FitZone Team",stretching routine week hi nupur week featured content short stretching routine ideal after long study session give try whenever minute fitzone team
L204,offers@quickbites.example,nupur@iris-mail.com,New Regional Cuisine Added,"Hi Nupur,
 
 We have added a new regional cuisine section to our menu this month. Take a look next time you are in the mood to try something different.
 
 QuickBites Team",Food/Lifestyle,LOW,Synthetic,"New Regional Cuisine Added Hi Nupur,
 
 We have added a new regional cuisine section to our menu this month. Take a look next time you are in the mood to try something different.
 
 QuickBites Team",new regional cuisine added hi nupur added new regional cuisine section to menu month take look next time mood to try something different quickbites team
L205,news@foodieweekly.example,nupur@iris-mail.com,Coffee Brewing Tips,"Hi Nupur,
 
 A short piece on brewing better coffee at home, with a few tips from local baristas. A nice read for coffee enthusiasts.
 
 Foodie Weekly",Food/Lifestyle,LOW,Synthetic,"Coffee Brewing Tips Hi Nupur,
 
 A short piece on brewing better coffee at home, with a few tips from local baristas. A nice read for coffee enthusiasts.
 
 Foodie Weekly",coffee brewing tip hi nupur short piece on brewing better coffee at home tip from local baristas nice read coffee enthusiast foodie weekly
L206,deals@skywings.example,nupur@iris-mail.com,Fare Sale on International Routes,"Hi Nupur,
 
 We are running a fare sale on select international routes this month. Browse the deals on our app whenever you are planning a future trip.
 
 SkyWings Airlines",Travel,LOW,Synthetic,"Fare Sale on International Routes Hi Nupur,
 
 We are running a fare sale on select international routes this month. Browse the deals on our app whenever you are planning a future trip.
 
 SkyWings Airlines",fare sale on international route hi nupur running fare sale on select international route month browse deal on app whenever planning future trip skywings airline
L207,offers@stayhaven.example,nupur@iris-mail.com,Off-Season Hotel Deals,"Hi Nupur,
 
 A few hotels are offering off season deals this month in popular hill station destinations. Take a look if you are ever in the mood for a quick getaway.
 
 StayHaven Team",Travel,LOW,Synthetic,"Off-Season Hotel Deals Hi Nupur,
 
 A few hotels are offering off season deals this month in popular hill station destinations. Take a look if you are ever in the mood for a quick getaway.
 
 StayHaven Team",off-season hotel deal hi nupur hotel offering season deal month popular hill station destination take look ever mood quick getaway stayhaven team
L208,updates@travelbuzz.example,nupur@iris-mail.com,Solo Travel Tips,"Hi Nupur,
 
 A short article on tips for solo travelers, covering safety and budgeting basics. A read for whenever you are curious about the topic.
 
 Travel Buzz Team",Travel,LOW,Synthetic,"Solo Travel Tips Hi Nupur,
 
 A short article on tips for solo travelers, covering safety and budgeting basics. A read for whenever you are curious about the topic.
 
 Travel Buzz Team",solo travel tip hi nupur short article on tip solo traveler covering safety budgeting basic read whenever curious topic travel buzz team
L209,dispatch@ridenow.example,nupur@iris-mail.com,New Vehicle Options Added,"Hi Nupur,
 
 We have added a couple of new vehicle categories to choose from on the app. Just sharing in case it is useful for any upcoming travel plans.
 
 RideNow Team",Travel,LOW,Synthetic,"New Vehicle Options Added Hi Nupur,
 
 We have added a couple of new vehicle categories to choose from on the app. Just sharing in case it is useful for any upcoming travel plans.
 
 RideNow Team",new vehicle option added hi nupur added couple new vehicle category to choose from on app sharing case useful upcoming travel plan ridenow team
